Model,Layer1,Layer2,Delta_acc1,Delta_acc2,Accuracy,Delta_acc
664,stage1.unit2.quant_convbn1,stage2.unit2.quant_convbn2,0.276,0.21,77.106,0.372
665,stage1.unit2.quant_convbn1,stage2.unit2.quant_act2,0.276,0.04,77.292,0.186
666,stage1.unit2.quant_convbn1,stage2.unit2.quant_convbn3,0.276,0.018,77.248,0.23
667,stage1.unit2.quant_convbn1,stage2.unit3.quant_act,0.276,0.11,77.23,0.248
668,stage1.unit2.quant_convbn1,stage2.unit3.quant_convbn1,0.276,0.152,77.08,0.398
669,stage1.unit2.quant_convbn1,stage2.unit3.quant_act1,0.276,0.116,77.19,0.288
670,stage1.unit2.quant_convbn1,stage2.unit3.quant_convbn2,0.276,0.102,77.228,0.25
671,stage1.unit2.quant_convbn1,stage2.unit3.quant_act2,0.276,0.132,77.276,0.202
672,stage1.unit2.quant_convbn1,stage2.unit3.quant_convbn3,0.276,0.07,77.332,0.146
673,stage1.unit2.quant_convbn1,stage2.unit4.quant_act,0.276,0.734,76.464,1.014
674,stage1.unit2.quant_convbn1,stage2.unit4.quant_convbn1,0.276,0.314,76.996,0.482
675,stage1.unit2.quant_convbn1,stage2.unit4.quant_act1,0.276,0.406,76.996,0.482
676,stage1.unit2.quant_convbn1,stage2.unit4.quant_convbn2,0.276,0.158,77.102,0.376
677,stage1.unit2.quant_convbn1,stage2.unit4.quant_act2,0.276,0.324,77.188,0.29
678,stage1.unit2.quant_convbn1,stage2.unit4.quant_convbn3,0.276,0.162,77.176,0.302
679,stage1.unit2.quant_convbn1,stage3.unit1.quant_act,0.276,2.506,74.852,2.626
680,stage1.unit2.quant_convbn1,stage3.unit1.quant_convbn1,0.276,0.044,77.146,0.332
681,stage1.unit2.quant_convbn1,stage3.unit1.quant_act1,0.276,1.498,75.782,1.696
682,stage1.unit2.quant_convbn1,stage3.unit1.quant_convbn2,0.276,0.146,77.078,0.4
683,stage1.unit2.quant_convbn1,stage3.unit1.quant_act2,0.276,6.106,71.042,6.436
684,stage1.unit2.quant_convbn1,stage3.unit1.quant_convbn3,0.276,0.168,77.146,0.332
685,stage1.unit2.quant_convbn1,stage3.unit2.quant_act,0.276,0.324,76.98,0.498
686,stage1.unit2.quant_convbn1,stage3.unit2.quant_convbn1,0.276,0.038,77.214,0.264
687,stage1.unit2.quant_convbn1,stage3.unit2.quant_act1,0.276,1.442,75.834,1.644
688,stage1.unit2.quant_convbn1,stage3.unit2.quant_convbn2,0.276,0.162,77.16,0.318
689,stage1.unit2.quant_convbn1,stage3.unit2.quant_act2,0.276,0.53,76.818,0.66
690,stage1.unit2.quant_convbn1,stage3.unit2.quant_convbn3,0.276,0.106,77.242,0.236
691,stage1.unit2.quant_convbn1,stage3.unit3.quant_act,0.276,0.246,77.064,0.414
692,stage1.unit2.quant_convbn1,stage3.unit3.quant_convbn1,0.276,0.25,77.142,0.336
693,stage1.unit2.quant_convbn1,stage3.unit3.quant_act1,0.276,1.5,75.87,1.608
694,stage1.unit2.quant_convbn1,stage3.unit3.quant_convbn2,0.276,0.174,77.202,0.276
695,stage1.unit2.quant_convbn1,stage3.unit3.quant_act2,0.276,6.144,70.98,6.498
696,stage1.unit2.quant_convbn1,stage3.unit3.quant_convbn3,0.276,0.176,77.128,0.35
697,stage1.unit2.quant_convbn1,stage3.unit4.quant_act,0.276,0.43,76.836,0.642
698,stage1.unit2.quant_convbn1,stage3.unit4.quant_convbn1,0.276,-0.036,77.242,0.236
699,stage1.unit2.quant_convbn1,stage3.unit4.quant_act1,0.276,0.708,76.602,0.876
700,stage1.unit2.quant_convbn1,stage3.unit4.quant_convbn2,0.276,0.156,77.23,0.248
701,stage1.unit2.quant_convbn1,stage3.unit4.quant_act2,0.276,1.102,76.186,1.292
702,stage1.unit2.quant_convbn1,stage3.unit4.quant_convbn3,0.276,0.194,77.156,0.322
703,stage1.unit2.quant_convbn1,stage3.unit5.quant_act,0.276,0.308,76.964,0.514
704,stage1.unit2.quant_convbn1,stage3.unit5.quant_convbn1,0.276,0.17,77.122,0.356
705,stage1.unit2.quant_convbn1,stage3.unit5.quant_act1,0.276,1.986,75.214,2.264
706,stage1.unit2.quant_convbn1,stage3.unit5.quant_convbn2,0.276,0.14,77.256,0.222
707,stage1.unit2.quant_convbn1,stage3.unit5.quant_act2,0.276,3.05,74.098,3.38
708,stage1.unit2.quant_convbn1,stage3.unit5.quant_convbn3,0.276,0.096,77.18,0.298
709,stage1.unit2.quant_convbn1,stage3.unit6.quant_act,0.276,0.422,76.73,0.748
710,stage1.unit2.quant_convbn1,stage3.unit6.quant_convbn1,0.276,0.18,77.162,0.316
711,stage1.unit2.quant_convbn1,stage3.unit6.quant_act1,0.276,1.024,76.208,1.27
712,stage1.unit2.quant_convbn1,stage3.unit6.quant_convbn2,0.276,0.116,77.124,0.354
713,stage1.unit2.quant_convbn1,stage3.unit6.quant_act2,0.276,4.312,73.038,4.44
714,stage1.unit2.quant_convbn1,stage3.unit6.quant_convbn3,0.276,0.116,77.138,0.34
715,stage1.unit2.quant_convbn1,stage4.unit1.quant_act,0.276,12.264,64.912,12.566
716,stage1.unit2.quant_convbn1,stage4.unit1.quant_convbn1,0.276,0.15,77.078,0.4
717,stage1.unit2.quant_convbn1,stage4.unit1.quant_act1,0.276,0.256,77.086,0.392
718,stage1.unit2.quant_convbn1,stage4.unit1.quant_convbn2,0.276,0.066,77.148,0.33
719,stage1.unit2.quant_convbn1,stage4.unit1.quant_act2,0.276,0.15,77.172,0.306
720,stage1.unit2.quant_convbn1,stage4.unit1.quant_convbn3,0.276,0.048,77.08,0.398
721,stage1.unit2.quant_convbn1,stage4.unit2.quant_act,0.276,1.294,76.09,1.388
722,stage1.unit2.quant_convbn1,stage4.unit2.quant_convbn1,0.276,0.216,77.132,0.346
723,stage1.unit2.quant_convbn1,stage4.unit2.quant_act1,0.276,0.122,77.048,0.43
724,stage1.unit2.quant_convbn1,stage4.unit2.quant_convbn2,0.276,0.024,77.192,0.286
725,stage1.unit2.quant_convbn1,stage4.unit2.quant_act2,0.276,0.052,77.114,0.364
726,stage1.unit2.quant_convbn1,stage4.unit2.quant_convbn3,0.276,0.148,77.1,0.378
727,stage1.unit2.quant_convbn1,stage4.unit3.quant_act,0.276,1.1,76.272,1.206
728,stage1.unit2.quant_convbn1,stage4.unit3.quant_convbn1,0.276,0.308,76.996,0.482
729,stage1.unit2.quant_convbn1,stage4.unit3.quant_act1,0.276,0.222,77.144,0.334
730,stage1.unit2.quant_convbn1,stage4.unit3.quant_convbn2,0.276,0.252,77.048,0.43
731,stage1.unit2.quant_convbn1,stage4.unit3.quant_act2,0.276,0.512,76.82,0.658
732,stage1.unit2.quant_convbn1,stage4.unit3.quant_convbn3,0.276,0.146,77.098,0.38
1075,stage1.unit3.quant_act,stage1.unit3.quant_convbn1,0.19,0.298,77.168,0.31
1076,stage1.unit3.quant_act,stage1.unit3.quant_act1,0.19,0.078,77.304,0.174
1077,stage1.unit3.quant_act,stage1.unit3.quant_convbn2,0.19,0.15,77.23,0.248
1078,stage1.unit3.quant_act,stage1.unit3.quant_act2,0.19,0.146,77.322,0.156
1079,stage1.unit3.quant_act,stage1.unit3.quant_convbn3,0.19,0.168,77.226,0.252
1080,stage1.unit3.quant_act,stage2.unit1.quant_act,0.19,0.616,76.656,0.822
1081,stage1.unit3.quant_act,stage2.unit1.quant_convbn1,0.19,0.196,77.278,0.2
1082,stage1.unit3.quant_act,stage2.unit1.quant_act1,0.19,0.082,77.354,0.124
1083,stage1.unit3.quant_act,stage2.unit1.quant_convbn2,0.19,0.154,77.19,0.288
1084,stage1.unit3.quant_act,stage2.unit1.quant_act2,0.19,0.104,77.324,0.154
1085,stage1.unit3.quant_act,stage2.unit1.quant_convbn3,0.19,0.344,77.202,0.276
1086,stage1.unit3.quant_act,stage2.unit2.quant_act,0.19,0.086,77.3,0.178
1087,stage1.unit3.quant_act,stage2.unit2.quant_convbn1,0.19,0.094,77.326,0.152
1088,stage1.unit3.quant_act,stage2.unit2.quant_act1,0.19,0.126,77.174,0.304
1089,stage1.unit3.quant_act,stage2.unit2.quant_convbn2,0.19,0.21,77.138,0.34
1090,stage1.unit3.quant_act,stage2.unit2.quant_act2,0.19,0.04,77.21,0.268
1091,stage1.unit3.quant_act,stage2.unit2.quant_convbn3,0.19,0.018,77.386,0.092
1092,stage1.unit3.quant_act,stage2.unit3.quant_act,0.19,0.11,77.288,0.19
1093,stage1.unit3.quant_act,stage2.unit3.quant_convbn1,0.19,0.152,77.156,0.322
1094,stage1.unit3.quant_act,stage2.unit3.quant_act1,0.19,0.116,77.278,0.2
1095,stage1.unit3.quant_act,stage2.unit3.quant_convbn2,0.19,0.102,77.24,0.238
1096,stage1.unit3.quant_act,stage2.unit3.quant_act2,0.19,0.132,77.312,0.166
1097,stage1.unit3.quant_act,stage2.unit3.quant_convbn3,0.19,0.07,77.27,0.208
1098,stage1.unit3.quant_act,stage2.unit4.quant_act,0.19,0.734,76.468,1.01
1099,stage1.unit3.quant_act,stage2.unit4.quant_convbn1,0.19,0.314,77.19,0.288
1100,stage1.unit3.quant_act,stage2.unit4.quant_act1,0.19,0.406,76.966,0.512
1101,stage1.unit3.quant_act,stage2.unit4.quant_convbn2,0.19,0.158,77.248,0.23
1102,stage1.unit3.quant_act,stage2.unit4.quant_act2,0.19,0.324,77.198,0.28
1103,stage1.unit3.quant_act,stage2.unit4.quant_convbn3,0.19,0.162,77.276,0.202
1104,stage1.unit3.quant_act,stage3.unit1.quant_act,0.19,2.506,74.706,2.772
1105,stage1.unit3.quant_act,stage3.unit1.quant_convbn1,0.19,0.044,77.33,0.148
1106,stage1.unit3.quant_act,stage3.unit1.quant_act1,0.19,1.498,75.792,1.686
1107,stage1.unit3.quant_act,stage3.unit1.quant_convbn2,0.19,0.146,77.208,0.27
1108,stage1.unit3.quant_act,stage3.unit1.quant_act2,0.19,6.106,71.034,6.444
1109,stage1.unit3.quant_act,stage3.unit1.quant_convbn3,0.19,0.168,77.178,0.3
1110,stage1.unit3.quant_act,stage3.unit2.quant_act,0.19,0.324,77.04,0.438
1111,stage1.unit3.quant_act,stage3.unit2.quant_convbn1,0.19,0.038,77.276,0.202
1112,stage1.unit3.quant_act,stage3.unit2.quant_act1,0.19,1.442,75.98,1.498
1113,stage1.unit3.quant_act,stage3.unit2.quant_convbn2,0.19,0.162,77.23,0.248
1114,stage1.unit3.quant_act,stage3.unit2.quant_act2,0.19,0.53,76.832,0.646
1115,stage1.unit3.quant_act,stage3.unit2.quant_convbn3,0.19,0.106,77.344,0.134
1116,stage1.unit3.quant_act,stage3.unit3.quant_act,0.19,0.246,77.072,0.406
1117,stage1.unit3.quant_act,stage3.unit3.quant_convbn1,0.19,0.25,77.208,0.27
1118,stage1.unit3.quant_act,stage3.unit3.quant_act1,0.19,1.5,75.89,1.588
1119,stage1.unit3.quant_act,stage3.unit3.quant_convbn2,0.19,0.174,77.22,0.258
1120,stage1.unit3.quant_act,stage3.unit3.quant_act2,0.19,6.144,71.024,6.454
1121,stage1.unit3.quant_act,stage3.unit3.quant_convbn3,0.19,0.176,77.21,0.268
1122,stage1.unit3.quant_act,stage3.unit4.quant_act,0.19,0.43,76.924,0.554
1123,stage1.unit3.quant_act,stage3.unit4.quant_convbn1,0.19,-0.036,77.414,0.064
1124,stage1.unit3.quant_act,stage3.unit4.quant_act1,0.19,0.708,76.662,0.816
1125,stage1.unit3.quant_act,stage3.unit4.quant_convbn2,0.19,0.156,77.302,0.176
1126,stage1.unit3.quant_act,stage3.unit4.quant_act2,0.19,1.102,76.374,1.104
1127,stage1.unit3.quant_act,stage3.unit4.quant_convbn3,0.19,0.194,77.262,0.216
1128,stage1.unit3.quant_act,stage3.unit5.quant_act,0.19,0.308,77.074,0.404
1129,stage1.unit3.quant_act,stage3.unit5.quant_convbn1,0.19,0.17,77.172,0.306
1130,stage1.unit3.quant_act,stage3.unit5.quant_act1,0.19,1.986,75.27,2.208
1131,stage1.unit3.quant_act,stage3.unit5.quant_convbn2,0.19,0.14,77.244,0.234
1132,stage1.unit3.quant_act,stage3.unit5.quant_act2,0.19,3.05,74.126,3.352
1133,stage1.unit3.quant_act,stage3.unit5.quant_convbn3,0.19,0.096,77.274,0.204
1134,stage1.unit3.quant_act,stage3.unit6.quant_act,0.19,0.422,76.882,0.596
1135,stage1.unit3.quant_act,stage3.unit6.quant_convbn1,0.19,0.18,77.104,0.374
1136,stage1.unit3.quant_act,stage3.unit6.quant_act1,0.19,1.024,76.256,1.222
1137,stage1.unit3.quant_act,stage3.unit6.quant_convbn2,0.19,0.116,77.15,0.328
1138,stage1.unit3.quant_act,stage3.unit6.quant_act2,0.19,4.312,72.954,4.524
1139,stage1.unit3.quant_act,stage3.unit6.quant_convbn3,0.19,0.116,77.22,0.258
1140,stage1.unit3.quant_act,stage4.unit1.quant_act,0.19,12.264,65.198,12.28
1141,stage1.unit3.quant_act,stage4.unit1.quant_convbn1,0.19,0.15,77.234,0.244
1142,stage1.unit3.quant_act,stage4.unit1.quant_act1,0.19,0.256,77.086,0.392
1143,stage1.unit3.quant_act,stage4.unit1.quant_convbn2,0.19,0.066,77.242,0.236
1144,stage1.unit3.quant_act,stage4.unit1.quant_act2,0.19,0.15,77.196,0.282
1145,stage1.unit3.quant_act,stage4.unit1.quant_convbn3,0.19,0.048,77.202,0.276
1146,stage1.unit3.quant_act,stage4.unit2.quant_act,0.19,1.294,76.03,1.448
1147,stage1.unit3.quant_act,stage4.unit2.quant_convbn1,0.19,0.216,77.074,0.404
1148,stage1.unit3.quant_act,stage4.unit2.quant_act1,0.19,0.122,77.186,0.292
1149,stage1.unit3.quant_act,stage4.unit2.quant_convbn2,0.19,0.024,77.216,0.262
1150,stage1.unit3.quant_act,stage4.unit2.quant_act2,0.19,0.052,77.184,0.294
1151,stage1.unit3.quant_act,stage4.unit2.quant_convbn3,0.19,0.148,77.256,0.222
1152,stage1.unit3.quant_act,stage4.unit3.quant_act,0.19,1.1,76.24,1.238
1153,stage1.unit3.quant_act,stage4.unit3.quant_convbn1,0.19,0.308,77.094,0.384
1154,stage1.unit3.quant_act,stage4.unit3.quant_act1,0.19,0.222,77.186,0.292
1155,stage1.unit3.quant_act,stage4.unit3.quant_convbn2,0.19,0.252,77.088,0.39
1156,stage1.unit3.quant_act,stage4.unit3.quant_act2,0.19,0.512,76.812,0.666
1157,stage1.unit3.quant_act,stage4.unit3.quant_convbn3,0.19,0.146,77.16,0.318
1158,stage1.unit3.quant_convbn1,stage1.unit3.quant_act1,0.298,0.078,77.27,0.208
1159,stage1.unit3.quant_convbn1,stage1.unit3.quant_convbn2,0.298,0.15,77.258,0.22
1160,stage1.unit3.quant_convbn1,stage1.unit3.quant_act2,0.298,0.146,77.268,0.21
1161,stage1.unit3.quant_convbn1,stage1.unit3.quant_convbn3,0.298,0.168,77.176,0.302
1162,stage1.unit3.quant_convbn1,stage2.unit1.quant_act,0.298,0.616,76.712,0.766
1163,stage1.unit3.quant_convbn1,stage2.unit1.quant_convbn1,0.298,0.196,77.18,0.298
1164,stage1.unit3.quant_convbn1,stage2.unit1.quant_act1,0.298,0.082,77.252,0.226
1165,stage1.unit3.quant_convbn1,stage2.unit1.quant_convbn2,0.298,0.154,77.136,0.342
1166,stage1.unit3.quant_convbn1,stage2.unit1.quant_act2,0.298,0.104,77.288,0.19
1167,stage1.unit3.quant_convbn1,stage2.unit1.quant_convbn3,0.298,0.344,77.108,0.37
1168,stage1.unit3.quant_convbn1,stage2.unit2.quant_act,0.298,0.086,77.156,0.322
1169,stage1.unit3.quant_convbn1,stage2.unit2.quant_convbn1,0.298,0.094,77.194,0.284
1170,stage1.unit3.quant_convbn1,stage2.unit2.quant_act1,0.298,0.126,77.238,0.24
1171,stage1.unit3.quant_convbn1,stage2.unit2.quant_convbn2,0.298,0.21,77.18,0.298
1172,stage1.unit3.quant_convbn1,stage2.unit2.quant_act2,0.298,0.04,77.362,0.116
1173,stage1.unit3.quant_convbn1,stage2.unit2.quant_convbn3,0.298,0.018,77.408,0.07
1174,stage1.unit3.quant_convbn1,stage2.unit3.quant_act,0.298,0.11,77.262,0.216
1175,stage1.unit3.quant_convbn1,stage2.unit3.quant_convbn1,0.298,0.152,77.202,0.276
1176,stage1.unit3.quant_convbn1,stage2.unit3.quant_act1,0.298,0.116,77.224,0.254
1177,stage1.unit3.quant_convbn1,stage2.unit3.quant_convbn2,0.298,0.102,77.19,0.288
1178,stage1.unit3.quant_convbn1,stage2.unit3.quant_act2,0.298,0.132,77.314,0.164
1179,stage1.unit3.quant_convbn1,stage2.unit3.quant_convbn3,0.298,0.07,77.288,0.19
1180,stage1.unit3.quant_convbn1,stage2.unit4.quant_act,0.298,0.734,76.688,0.79
1181,stage1.unit3.quant_convbn1,stage2.unit4.quant_convbn1,0.298,0.314,77.106,0.372
1182,stage1.unit3.quant_convbn1,stage2.unit4.quant_act1,0.298,0.406,76.992,0.486
1183,stage1.unit3.quant_convbn1,stage2.unit4.quant_convbn2,0.298,0.158,77.216,0.262
1184,stage1.unit3.quant_convbn1,stage2.unit4.quant_act2,0.298,0.324,77.048,0.43
1185,stage1.unit3.quant_convbn1,stage2.unit4.quant_convbn3,0.298,0.162,77.17,0.308
1186,stage1.unit3.quant_convbn1,stage3.unit1.quant_act,0.298,2.506,74.906,2.572
1187,stage1.unit3.quant_convbn1,stage3.unit1.quant_convbn1,0.298,0.044,77.206,0.272
1188,stage1.unit3.quant_convbn1,stage3.unit1.quant_act1,0.298,1.498,75.778,1.7
1189,stage1.unit3.quant_convbn1,stage3.unit1.quant_convbn2,0.298,0.146,77.32,0.158
1190,stage1.unit3.quant_convbn1,stage3.unit1.quant_act2,0.298,6.106,71.068,6.41
1191,stage1.unit3.quant_convbn1,stage3.unit1.quant_convbn3,0.298,0.168,77.146,0.332
1192,stage1.unit3.quant_convbn1,stage3.unit2.quant_act,0.298,0.324,77.038,0.44
1193,stage1.unit3.quant_convbn1,stage3.unit2.quant_convbn1,0.298,0.038,77.314,0.164
1194,stage1.unit3.quant_convbn1,stage3.unit2.quant_act1,0.298,1.442,75.862,1.616
1195,stage1.unit3.quant_convbn1,stage3.unit2.quant_convbn2,0.298,0.162,77.394,0.084
1196,stage1.unit3.quant_convbn1,stage3.unit2.quant_act2,0.298,0.53,76.812,0.666
1197,stage1.unit3.quant_convbn1,stage3.unit2.quant_convbn3,0.298,0.106,77.222,0.256
1198,stage1.unit3.quant_convbn1,stage3.unit3.quant_act,0.298,0.246,77.066,0.412
1199,stage1.unit3.quant_convbn1,stage3.unit3.quant_convbn1,0.298,0.25,77.192,0.286
1200,stage1.unit3.quant_convbn1,stage3.unit3.quant_act1,0.298,1.5,75.882,1.596
1201,stage1.unit3.quant_convbn1,stage3.unit3.quant_convbn2,0.298,0.174,77.228,0.25
1202,stage1.unit3.quant_convbn1,stage3.unit3.quant_act2,0.298,6.144,71.27,6.208
1203,stage1.unit3.quant_convbn1,stage3.unit3.quant_convbn3,0.298,0.176,77.154,0.324
1204,stage1.unit3.quant_convbn1,stage3.unit4.quant_act,0.298,0.43,76.988,0.49
1205,stage1.unit3.quant_convbn1,stage3.unit4.quant_convbn1,0.298,-0.036,77.302,0.176
1206,stage1.unit3.quant_convbn1,stage3.unit4.quant_act1,0.298,0.708,76.652,0.826
1207,stage1.unit3.quant_convbn1,stage3.unit4.quant_convbn2,0.298,0.156,77.13,0.348
1208,stage1.unit3.quant_convbn1,stage3.unit4.quant_act2,0.298,1.102,76.27,1.208
1209,stage1.unit3.quant_convbn1,stage3.unit4.quant_convbn3,0.298,0.194,77.24,0.238
1210,stage1.unit3.quant_convbn1,stage3.unit5.quant_act,0.298,0.308,77.06,0.418
1211,stage1.unit3.quant_convbn1,stage3.unit5.quant_convbn1,0.298,0.17,77.234,0.244
1212,stage1.unit3.quant_convbn1,stage3.unit5.quant_act1,0.298,1.986,75.352,2.126
1213,stage1.unit3.quant_convbn1,stage3.unit5.quant_convbn2,0.298,0.14,77.238,0.24
1214,stage1.unit3.quant_convbn1,stage3.unit5.quant_act2,0.298,3.05,74.348,3.13
1215,stage1.unit3.quant_convbn1,stage3.unit5.quant_convbn3,0.298,0.096,77.214,0.264
1216,stage1.unit3.quant_convbn1,stage3.unit6.quant_act,0.298,0.422,76.882,0.596
1217,stage1.unit3.quant_convbn1,stage3.unit6.quant_convbn1,0.298,0.18,77.13,0.348
1218,stage1.unit3.quant_convbn1,stage3.unit6.quant_act1,0.298,1.024,76.244,1.234
1219,stage1.unit3.quant_convbn1,stage3.unit6.quant_convbn2,0.298,0.116,77.102,0.376
1220,stage1.unit3.quant_convbn1,stage3.unit6.quant_act2,0.298,4.312,73.026,4.452
1221,stage1.unit3.quant_convbn1,stage3.unit6.quant_convbn3,0.298,0.116,77.158,0.32
1222,stage1.unit3.quant_convbn1,stage4.unit1.quant_act,0.298,12.264,64.956,12.522
1223,stage1.unit3.quant_convbn1,stage4.unit1.quant_convbn1,0.298,0.15,77.212,0.266
1224,stage1.unit3.quant_convbn1,stage4.unit1.quant_act1,0.298,0.256,77.182,0.296
1225,stage1.unit3.quant_convbn1,stage4.unit1.quant_convbn2,0.298,0.066,77.25,0.228
1226,stage1.unit3.quant_convbn1,stage4.unit1.quant_act2,0.298,0.15,77.146,0.332
1227,stage1.unit3.quant_convbn1,stage4.unit1.quant_convbn3,0.298,0.048,77.148,0.33
1228,stage1.unit3.quant_convbn1,stage4.unit2.quant_act,0.298,1.294,76.084,1.394
1229,stage1.unit3.quant_convbn1,stage4.unit2.quant_convbn1,0.298,0.216,77.102,0.376
1230,stage1.unit3.quant_convbn1,stage4.unit2.quant_act1,0.298,0.122,77.17,0.308
1231,stage1.unit3.quant_convbn1,stage4.unit2.quant_convbn2,0.298,0.024,77.29,0.188
1232,stage1.unit3.quant_convbn1,stage4.unit2.quant_act2,0.298,0.052,77.17,0.308
1233,stage1.unit3.quant_convbn1,stage4.unit2.quant_convbn3,0.298,0.148,77.18,0.298
1234,stage1.unit3.quant_convbn1,stage4.unit3.quant_act,0.298,1.1,76.27,1.208
1235,stage1.unit3.quant_convbn1,stage4.unit3.quant_convbn1,0.298,0.308,76.966,0.512
1236,stage1.unit3.quant_convbn1,stage4.unit3.quant_act1,0.298,0.222,77.08,0.398
1237,stage1.unit3.quant_convbn1,stage4.unit3.quant_convbn2,0.298,0.252,77.054,0.424
1238,stage1.unit3.quant_convbn1,stage4.unit3.quant_act2,0.298,0.512,76.814,0.664
1239,stage1.unit3.quant_convbn1,stage4.unit3.quant_convbn3,0.298,0.146,77.104,0.374
1558,stage2.unit1.quant_act,stage2.unit1.quant_convbn1,0.616,0.196,76.706,0.772
1559,stage2.unit1.quant_act,stage2.unit1.quant_act1,0.616,0.082,76.78,0.698
1560,stage2.unit1.quant_act,stage2.unit1.quant_convbn2,0.616,0.154,76.692,0.786
1561,stage2.unit1.quant_act,stage2.unit1.quant_act2,0.616,0.104,76.762,0.716
1562,stage2.unit1.quant_act,stage2.unit1.quant_convbn3,0.616,0.344,76.506,0.972
1563,stage2.unit1.quant_act,stage2.unit2.quant_act,0.616,0.086,76.844,0.634
1564,stage2.unit1.quant_act,stage2.unit2.quant_convbn1,0.616,0.094,76.648,0.83
1565,stage2.unit1.quant_act,stage2.unit2.quant_act1,0.616,0.126,76.804,0.674
1566,stage2.unit1.quant_act,stage2.unit2.quant_convbn2,0.616,0.21,76.71,0.768
1567,stage2.unit1.quant_act,stage2.unit2.quant_act2,0.616,0.04,76.874,0.604
1568,stage2.unit1.quant_act,stage2.unit2.quant_convbn3,0.616,0.018,76.92,0.558
1569,stage2.unit1.quant_act,stage2.unit3.quant_act,0.616,0.11,76.8,0.678
1570,stage2.unit1.quant_act,stage2.unit3.quant_convbn1,0.616,0.152,76.824,0.654
1571,stage2.unit1.quant_act,stage2.unit3.quant_act1,0.616,0.116,76.748,0.73
1572,stage2.unit1.quant_act,stage2.unit3.quant_convbn2,0.616,0.102,76.75,0.728
1573,stage2.unit1.quant_act,stage2.unit3.quant_act2,0.616,0.132,76.788,0.69
1574,stage2.unit1.quant_act,stage2.unit3.quant_convbn3,0.616,0.07,76.806,0.672
1575,stage2.unit1.quant_act,stage2.unit4.quant_act,0.616,0.734,76.15,1.328
1576,stage2.unit1.quant_act,stage2.unit4.quant_convbn1,0.616,0.314,76.808,0.67
1577,stage2.unit1.quant_act,stage2.unit4.quant_act1,0.616,0.406,76.574,0.904
1578,stage2.unit1.quant_act,stage2.unit4.quant_convbn2,0.616,0.158,76.628,0.85
1579,stage2.unit1.quant_act,stage2.unit4.quant_act2,0.616,0.324,76.596,0.882
1580,stage2.unit1.quant_act,stage2.unit4.quant_convbn3,0.616,0.162,76.774,0.704
1581,stage2.unit1.quant_act,stage3.unit1.quant_act,0.616,2.506,74.772,2.706
1582,stage2.unit1.quant_act,stage3.unit1.quant_convbn1,0.616,0.044,76.85,0.628
1583,stage2.unit1.quant_act,stage3.unit1.quant_act1,0.616,1.498,75.586,1.892
1584,stage2.unit1.quant_act,stage3.unit1.quant_convbn2,0.616,0.146,76.672,0.806
1585,stage2.unit1.quant_act,stage3.unit1.quant_act2,0.616,6.106,70.73,6.748
1586,stage2.unit1.quant_act,stage3.unit1.quant_convbn3,0.616,0.168,76.704,0.774
1587,stage2.unit1.quant_act,stage3.unit2.quant_act,0.616,0.324,76.648,0.83
1588,stage2.unit1.quant_act,stage3.unit2.quant_convbn1,0.616,0.038,76.866,0.612
1589,stage2.unit1.quant_act,stage3.unit2.quant_act1,0.616,1.442,75.386,2.092
